Link,brand,volume,description,ingredients,how_to_use
https://www.caretobeauty.com/us/noreva-norelift-chrono-filler-eye-lip-care-15ml/,Noreva,15ml,"Noreva Norelift Chrono-Filler Eye & Lip Care 15ml (0.51fl oz) is a perfect anti-aging cream for the contour of the eyes and lips. With advancing age, it is perfectly normal for certain areas of our body to acquire some wrinkles and fine lines, which is what happens in these regions. In this way, this cream helps to firm the skin by increasing its production of collagen and elastin. Through this, the skin ends up looking more rejuvenated and fuller and with fewer fine lines and visible wrinkles. 
All this is possible thanks to the presence of the active ElastigenFGF, an ingredient that stimulates fibroblast growth factors in order to provide a greater production of collagen and elastin. Furthermore, the presence of Hyaluronic Acid helps to provide an enormous hydration boost to the skin so that it ends up feeling more hydrated, smoothed, and supple. In addition, thanks to the strong presence of an anti-radical power, the area around the eyes ends up with fewer dark circles. Finally, the texture of this cream penetrates easily into the skin without leaving it sticky. All in all, this anti-aging product leaves the eye and lip contour visibly more rejuvenated, the skin firmer, hydrated, and with less visible wrinkles and fine lines.","Main Ingredients

ElastigenFGF stimulates fibroblast growth factors to activate collagen and elastin production. In this way, it helps to rejuvenate the skin by smoothing out wrinkles and fine lines;
Silk Tree Extract boosts cell energy, revitalizes tired skin, and supports the skin's natural detoxification process. Also tightens weak contours for a fresh and smooth complexion;
Hyaluronic Acid works like a sponge as it retains moisture in the skin for long-term hydration. At the same time, it helps to give the skin a fuller appearance, which helps to smooth out wrinkles and fine lines.","How to use
Apply a small amount of Noreva Norelift Chrono-Filler Eye & Lip Care 15ml (0.51fl oz) in the morning and/or at night on the marked areas around the eyes and lips."
https://www.caretobeauty.com/us/letibalm-repair-peribucal-cream-30ml/,Not found,30ml,"LETIbalm Repair Peribucal Cream repairs and protects the skin around the mouth exposed to constant dribbling and humidity. Its rich, moisturizing, and film-forming texture helps to prevent irritations. In fact, this very well-tolerated product creates a thin protective film that protects the skin against saliva and other possible external irritants. Additionally, it is suitable for babies from 6 months of age. Not only infants benefit from LETIbalm Repair Peribucal Cream, but also elderly persons with dribble problems. On one hand, it is indicated for teething, excess saliva, constant dribbling, and pediatric compulsive oral habits. On the other hand, it is a very useful product in cases of neurological disorders that cause drooling. It protects the perioral area locally altered and reddened by drooling while fostering the recovery of its normal state of smoothness and health.","Main Ingredients

Argan oil is called the liquid gold of Morocco. It contains 80% nourishing and moisturizing unsaturated fatty acids, and a large amount of antioxidant vitamin E;
Shea Butter regenerates and soothes the skin, protects it from external factors (such as UV rays or wind), and is also rich in antioxidants;
Glycerin keeps the skin lipids between our skin cells in a healthy state, protects against irritation, helps to restore skin natural protection;
Allantoin is not only soothing but also skin-softening, protecting and promotes wound healing.","How to use
Apply LETIbalm Repair Peribucal Cream and&nbsp;spread gently on clean and dry skin, in the perioral area affected by saliva (lips, mouth contour, chin). The rounded tip of the tube makes it easier to apply the product to the skin. The area where it is applied can be extended to the neck or top of the chest if necessary. Do not apply if the skin has wounds."
https://www.caretobeauty.com/us/nuxe-nuxuriancer-ultra-eye-and-lip-cream-global-anti-aging-15ml/,NUXE,15ml,"NUXE Nuxuriance® Ultra Eye and Lip Cream Global Anti-Aging is an anti-aging eye and lip contour cream with the powerful anti-aging innovation of the Bi-Floral Cells of Saffron and Bougainvillea. These ingredients end up smoothing out wrinkles and loose skin. Furthermore, this formula also fights dark circles and puffiness around the eyes. For the lips, this luxurious cream helps to smooth the skin and soothe discomfort due to dryness. Due to its prolonged-release technology, the effects last for several hours and the cream has a continuous anti-aging action that replumps the skin and attenuates wrinkles. Finally, with 7 registered patents in France, this innovative range is a must have for those who are fighting advanced signs of aging.","Main Ingredients

Caffeine has antioxidant properties that stimulate microcirculation of the blood vessels which helps improve dark under-eye circles and puffy eyes;
Hydroxyethyl Urea is known to be a great moisturizer that helps the skin to cling onto water and thus to make it hydrated and elastic;
Hyaluronic Acid locks in moisture, boosts elasticity and visibly plumps fine lines and wrinkles.","How to use
Apply NUXE Nuxuriance® Ultra Eye and Lip Cream Global Anti-Aging in the morning and evening by dispensing 1 pump of the product and applying small dots on the eye contour. Pat those dots until fully absorbed and then repeat the process on the lip contour."
https://www.caretobeauty.com/us/evolve-360-eye-lip-contour-cream-15ml/,Evolve,15ml,"Evolve 360 Eye And Lip Contour Cream 15ml (0.51fl oz) is a double-action cream that tackles dark circles, puffiness, fine lines, and wrinkles around both the eyes and lips. This lightweight product uses natural ingredients to help your skin age as gracefully as possible, with minimum disruption. This unique formula features a rejuvenating Probiotic Complex that not only helps improve the microbiome but also minimizes signs of aging and fatigue around the eyes. Besides, this product also contains firming Peptides and re-plumping Hyaluronic Acid, in order to restore elasticity and firmness to the skin and smooth out the appearance of wrinkles. Lastly, it has a lightweight formula that is easily absorbed, leaving a comfortable feeling on the skin.","Main Ingredients

Probiotics not only help improve the microbiome but also reduce the appearance of fine lines and wrinkles around the eye and lip areas. These ingredients are also effective in reducing puffiness and dark circles, thus creating a rejuvenated, revitalized look;
Peptides from Sacha inchi, improve firmness due to their ability to improve dermal density. They are also able to minimize the appearance of wrinkles and create a smoother, more even complexion;
Hyaluronic Acid of low molecular weight promotes hydration while boosting collagen production. As a result, it minimizes the appearance of fine lines and wrinkles.","How to use
Apply Evolve 360 Eye And Lip Contour Cream 15ml (0.51fl oz) to the previously cleansed skin of the eye and lip contour areas. Then, use your ring finger to gently massage the product in order to improve absorbtion."
https://www.caretobeauty.com/us/nuxe-nuxuriance-ultra-the-eye-lip-contour-cream-15ml/,NUXE,15ml,"NUXE Nuxuriance Ultra The Eye & Lip Contour Cream 15ml (0.51oz) is particularly formulated to address the main signs of aging specifically around the eyes and lips, areas most susceptible to expression lines. At the core of this cream is ALFA [3R] technology which harnesses the power of three key ingredients: alfalfa seed extract, hyaluronic acid, and Hemerocallis fulva extract. These components work synergistically to provide a comprehensive anti-aging action. It revitalizes, renews, and resurfaces the skin. This product proves its efficacy with 87% of women observing a noticeable reduction in crow’s feet, frown lines, and peribucal wrinkles, showcasing its ability to tackle signs of aging not only on the eye area but also the lip contour. In addition to this anti-aging effect, this eye cream also helps reduce the appearance of dark circles and decrease the volume of puffiness.
The product’s texture is a micro-emulsion, ensuring it is comfortable and non-sticky upon application. Moreover, the subtle and fresh fragrance enhances the application experience, providing a scent that is both modern and delicate, ensuring optimal tolerance for the fragile eye and lip areas. In summary, this product is ideal for those seeking to rejuvenate their eye and lip contours with a product that blends efficacy with sensory pleasure.","Main Ingredients

Alfalfa seed extract promotes skin renewal and boosts collagen synthesis. In this way, it contributes to a more youthful and vibrant complexion;
Hyaluronic acid is a humectant with the ability to capture and retain water molecules. Therefore, it deeply moisturizes the skin, providing immediate and long-lasting hydration. Additionally, it helps to plump up the skin, smoothing out wrinkles and fine lines;
Hemerocallis fulva extract is rich in phenolic compounds, flavonoids, carotenoids, and ascorbic acid, thus making it a strong antioxidant. Together with its antiglycation properties, this extract offers anti-aging benefits.","How to use
Apply the equivalent of 2 grains of rice of NUXE Nuxuriance Ultra The Eye & Lip Contour Cream 15ml (0.51oz) to the eye and lip contours.
Notes
This product has a new packaging and formula."
https://www.caretobeauty.com/us/weleda-redensifying-eye-and-lip-contour-10ml/,Weleda,10ml,,Not found,Not found
https://www.caretobeauty.com/us/juvena-master-care-mastercream-eye-lip-20ml/,Juvena,20ml,"Juvena Master Care MasterCream Eye & Lip 20ml (0.7 oz)&nbsp;is suitable to protect the most sensitive areas of the skin, the eyes and lips. It leaves the skin rejuvenated and restored with its anti-aging properties. Besides providing intense moisturizing, the cream tackles fine lines and wrinkles. On top of that, it attenuates puffiness and evens the skin tone. In the end, it visually improves the quality of the skin and smooths the skin texture. It has been dermatologically and ophthalmologically&nbsp;tested, so it ensures the best treatment.","Main Ingredients

Caffeine boosts metabolism and circulation in the skin, making it more receptive to further active ingredients;
Soy Peptides are rich in anti-aging properties that aid in wound healing. On top of that, they contain amino acids that are necessary for collagen production. As we age, the production of collagen, an essential vitamin for keeping our complexion plump, slows down. Thus, it is important to stimulate its synthesis;
Rice Peptides target damage caused by UV rays exposure and protects the skin against hyperpigmentation. At the same time, they attenuate the appearance of fine lines and wrinkles. Finally, they also increase collagen production;
Garden Cress Extract brightens the skin and evens the skin tone.","How to use
Apply Juvena Master Care MasterCream Eye & Lip 20ml (0.7 oz)&nbsp;whenever necessary to the eye and lip contours. Then gently massage it. Let it absorb."
https://www.caretobeauty.com/us/sisley-paris-eye-and-lip-contour-balm-30ml/,Sisley Paris,30ml,"Sisley Paris Eye and Lip Contour Balm 30ml (1 fl oz)&nbsp;is a high-end balm that deeply moisturizes and smoothes the eye and lip areas. Due to its formula rich in natural plant extracts, it protects these delicate parts of the face. For instance, the&nbsp;decongesting Witch Hazel and the stimulating Tomato Extracts present in the formula,&nbsp;reduce under-eye puffiness while also correcting wrinkles and fine lines. As it moisturizes and hydrates the face it combats skin dryness. As a result, it leaves the skin around the eyes and lips soft and fresh. Due to its light and fresh gel texture and thanks to the spatula that comes with the balm, it applies easily and provides moments of comfort, leaving the skin soft. Additionally, its transparent texture makes its application convenient, as you can carry on with your day as soon as you apply it. In the end, this balm creates a special well-being moment in the skincare routine for both the face and mind. Expect a revitalized look!","Main Ingredients

Tomato Extract relieves skin from irritation, revitalizing it. On top of that, it stimulates the skin making it delay signs of aging, remove dead skin cells and tighten enlarged pores. At the same time, it reduces excess oil from the skin;
Witch Hazel balances the oil levels and reduces inflammation. Hence, it soothes and smoothes the skin.","How to use
Apply Sisley Paris Eye and Lip Contour Balm 30ml (1 fl oz)&nbsp;preferably in the morning on previously cleansed and dry skin, before any other product. Take a small amount of the balm with the help of the spatula, and smooth it lightly around the eyes and lips with the fingertips."
https://www.caretobeauty.com/us/sensai-cellular-performance-extra-intensive-10-min-revitalizing-pads-x20/,SENSAI,x20,"SENSAI Cellular Performance Extra Intensive 10 Min Pads x20 promise to contribute to visibly revitalized, youthful and smooth skin in just 10 minutes. Specially developed for both the eye and lip contour, these innovative pads are able to offer instant results and tackle multiple concerns. On one side, this product works as an energy shot that instantly increases radiance and luminosity for a refreshed appearance. At the same time, the Extra Intensive 10 Min Pads prove to be efficient in addressing signs of aging such as wrinkles, fine lines and loss of firmness. Last but definitely not least, these pads are perfect to enjoy a deep moisturizing effect that provides silky skin to the touch. 
To summarize, resort to this multipurpose product every time you are in need of a boost of nourishment and vitality.","Main Ingredients 
 
 Koishimaru Silk EX is a complex of Koishimaru Silk and traditional medicinal herbs that deeply moisturizes the skin and improves its ability to bind moisture. Moreover, it delivers skin-related building blocks and contributes to an outstanding silky texture; 
 Advanced CPX Vital Extract is a complex of active ingredients that activates cell renewal and boosts the skin’s hyaluron and collagen formation. In this product, this technology contains a high concentration of HA/COL Booster to provide intense hydration and like so, leave the skin looking more plump and firm; 
 Oriental Fragrance Complex with orchid, plum and apricot provides a calming effect that enhances the anti-aging action;  Ene-Activate Complex, with brown algae, provides a global revitalizing action by increasing radiance and smoothness, and refining the skin structure; 
 Cell Activator is an amino acid complex that accelerates the formation of hyaluronic acid and collagen. Therefore, it increases radiance, plumpness, softness, suppleness and firmness. 
 Acerola Extract is an antioxidant agent that prevents premature aging and revitalizes the skin.","How to use 
Apply SENSAI Cellular Performance Extra Intensive 10 Min Pads x20 by placing the pads on the eye or lip contour. Then, let it act for 10 minutes. Finally, remove the pad carefully and massage the remaining formula."
https://www.caretobeauty.com/us/sisley-paris-sisleya-discovery-program/,Sisley Paris,Not found,"This promotional pack contains the following products:

Sisley Paris Sisle&yuml;a Day and Night Anti-Aging Face Care 50ml x1
Sisley Paris Firming Concentrated Serum 4ml x1
Sisley Paris Sisle&yuml;a Anti-Wrinkle Concentrated Serum 4ml x1
Sisley Paris Sisle&yuml;a Eye and Lip Contour Cream 2ml x1

Sisley Paris Sisle&yuml;a Day and Night Anti-Aging Face Care 50ml&nbsp;is a high-end anti-aging day and night cream that targets visible signs of aging. It targets three dimensions of aging: genetic, environmental and behavioral. The last one is the one that affects the face more.&nbsp;Due to its rich formula, it has ingredients such as Rhatany Extract and Lady's Mantle Extract which deal with skin stimulation. At the same time, it regenerates the skin and boosts cellular rhythm and energy. Moreover, the Yeast and Soy Protein Complex present in the recipe ensures cellular longevity. In sum, these characteristics result in a major reduction in fine lines and wrinkles but also in an improvement in the levels of firmness, density, radiance and hydration.
Firming Concentrated Serum 4ml&nbsp;is a high-end anti-aging serum that focuses on restoring the firmness levels of the skin. It has two modes of action. The first one boosts the firming potential of the skin and the second one reactivates tensional forces. Thus, the cheekbones are full and the face has redefined contours. Besides toned, the skin is able to relax and look younger.
Sisley Paris Sisle&yuml;a Anti-Wrinkle Concentrated Serum 4ml&nbsp;is an anti-aging high-end serum that tackles all types of wrinkles, from fine lines to deep wrinkles. Hence, it visibly smoothes the skin giving it a youthful appearance. As we age, the production of collagen, an essential vitamin for keeping our complexion plump and smooth, slows down. Hence, thanks to the Cacao Porcelana Extract present in the formula, this serum restores the powerful anti-wrinkle potential of the skin. At the same time, the serum acts on different levels of the skin to ensure a complete response that leaves the facial features rested.
Sisley Paris Sisle&yuml;a Eye and Lip Contour Cream 2ml&nbsp;4ml&nbsp;is a high-end anti-aging cream designed to act on the eye and lip areas. This cream targets three dimensions of aging: genetic, environmental and behavioral. The behavioral factors are the ones that impact the most and such vulnerable parts of the face do not escape. Due to the Yeast and Soy Protein Complex, this cream visibly reduces wrinkles and fine lines, while energizing the eye contour. Additionally, the Soy Peptide Extract restores firmness levels to the upper eyelids, opening up the eye area, and smoothes the vertical lines about the lips. At the same time, a combination of plant-based ingredients is working on lightening the coloration of dark circles and reducing under-eye puffiness.",Not found,Not found
https://www.caretobeauty.com/us/sesderma-retisil-eye-and-lip-pro-aging-contour-30ml/,Sesderma,30ml,"Sesderma Retisil Eye And Lip Pro-Aging Contour 30ml (1.01 fl oz) is a hydrating cream designed for the delicate eye and lip areas, suitable for all skin types. It is specifically formulated to address advanced signs of aging such as wrinkles, sagging, and other concerns like dark spots, uneven texture, and dehydration, as well as fatigue signs like dark circles. For that purpose, this cream includes a combination of hydroxypinacolone retinoate (HPR), organic silicon, progeline, hyaluronic acid, horsetail extract, and peptides. These ingredients offer firming and anti-wrinkle benefits. It also contains antioxidants Centella Asiatica and vitamin E. On the other hand, the formula works to reduce the appearance of vascular dark circles with vitamin K oxide and caffeine. Additionally, it ensures hydration through ingredients like hyaluronic acid, rosehip oil, sweet almond oil, and glycerin.","Main Ingredients

Hydroxypinacolone retinoate (HPR) is an ester of retinoic acid, that binds directly to retinoid receptors in the cells. As a result, HPR enhances collagen synthesis, reduces fine lines and wrinkles, evens skin tone, and improves skin texture. This ingredient has more stability and less potential for skin irritation compared to traditional retinoids;
Organic silicon improves skin firmness and elasticity by stimulating support fiber synthesis and glycosaminoglycans. Additionally, it offers antioxidant, hydrating, and sebum-regulating properties;
Progeline is a biomimetic peptide that modulates progerin, a biomarker of skin aging. It reduces the synthesis of progerin to reduce skin aging, inhibits elastase activity to increase skin elasticity, and inhibits MMP activity to enhance skin firmness;
Hyaluronic acid of low and very low molecular weight molecular weight, encapsulated in liposomes, act in synergy. This ingredient boosts collagen and hyaluronic acid production and reduces MMP activity. It not only provides intense hydration but also plumping effects, therefore reducing the appearance of fine lines, and wrinkles, and improving skin texture;
Horsetail extract offers firming and antioxidant benefits due to its key components, standing out its silicon content. It also includes saponins, flavonoids, organic acids, phytosterols, tannins, polyphenolic compounds, and minerals;
SYN&reg;-TACKS is a complex peptide blend that stimulates integrin, laminin V, and various types of collagen, leading to improved extracellular matrix structure and cellular cohesion and organization. As a result, it enhances skin structure and functionality while supporting dermal communication;
SYN&reg;-COLL is a small peptide that stimulates TGF-&beta;, a growth factor that induces collagen biosynthesis and inhibits matrix metalloproteinases (MMP) that degrade collagen. In this way, it enhances skin firmness and elasticity.","How to use
Apply Sesderma Retisil Eye And Lip Pro-Aging Contour 30ml (1.01 fl oz) to the eye and lip contour in the morning and evening routine."
https://www.caretobeauty.com/us/talika-smile-code-anti-aging-duo-care-lips-2x2-5ml/,Talika,x2,"Talika Smile Code Anti-Aging Duo Care Lips 2x2.5ml (2x0.08 fl oz) is your ultimate companion for comprehensive lip and lip contour care. This innovative double-ended product is designed to give you plump, defined, and ultra-soft lips that you'll love while also targeting lip fine lines. So, in one end, you'll find the lip care solution, a non-sticky lip balm that helps pamper the lips. Infused with hyaluronic acid and peptides, it helps to plump and firm the lips, leaving them looking full and smooth. But it doesn't stop there – this balm also nourishes and softens the lips with the goodness of shea and cocoa butter, along with avocado and jojoba oils.
 Additionally, the other end of the pen is dedicated to lip contour care. It's a formula that targets the appearance of fine lines and wrinkles around the lips. Infused with divine grass, adenosine, and silk tree extracts, it helps to achieve a smoother lip contour. The result? Lips that are plump, defined, and soft to the touch, and smooth and firm lip contour. And for a touch of convenience, this unique double-ended design fits perfectly in your handbag, making it easy to use throughout the day whenever you need a touch-up. So, elevate your lip care routine with this all-in-one solution. Say goodbye to dry lips and hello to plump, defined, and ultra-soft lips, and a smoother lip contour!","Main Ingredients

Lactic Acid helps to moisturize the lips;
Hyaluronic Acid and Volumizing Peptide Complex help to enhance the volume of the lips;
Shea Butter, Cocoa Butter, Avocado, and Jojoba Oils help to nourish the skin of the lips;
Divine Grass, Silk Tree, and Adenosine help to firm the skin and fight fine lines.","How to use
Apply Talika Smile Code Anti-Aging Duo Care Lips 2x2.5ml (2x0.08 fl oz) to the lips and the lip contour, using the different formulas for each area. In the morning and evening, apply the contour care (white end with brush) to the skin of the lip contour, before the moisturizer. Make sure to target the areas with fine lines and wrinkles. Then, whenever necessary, apply the plumping lip care (silver end with doe foot applicator) to the skin of the lips, before or after any other lip product."
